313;539;-25;297
534;514;0;-268
545;514;-2;
544;512;-232;
596;280;-49;
469;231;16;
436;247;7;
450;254;1;
440;255;16;
458;271;10;
462;281;5;
468;286;264;
572;550;18;
538;568;-1;
530;567;-4;
529;563;-5;
526;558;-3;
528;555;5;
528;560;158;
660;718;39;
685;757;13;
564;770;9;
561;779;-12;
590;767;-14;
596;753;-18;
599;735;-251;
688;484;7;
616;491;-8;
529;483;10;
504;493;16;
537;509;7;
538;516;-2;
521;514;0;
527;514;0;
563;514;-268;
539;246;10;
470;256;12;
496;268;8;
500;276;4;
497;280;13;
507;293;-1;
525;292;297;
709;589;-11;
609;578;-1;
574;577;-7;
560;570;-1;
552;569;-1;
553;568;46;
595;614;168;
573;782;-6;
579;776;-14;
566;762;-4;
565;758;-14;
562;744;-1;
559;743;-150;
626;593;-96;
542;497;6;
519;503;4;
523;507;-1;
521;506;-5;
517;501;2;
512;503;-9;
521;494;-250;
514;244;14;
458;258;-7;
454;251;14;
456;265;7;
459;272;10;
463;282;11;
463;293;16;
472;309;277;
550;586;-9;
517;577;-2;
512;575;0;
516;575;-1;
508;574;-2;
513;572;83;
648;655;138;
603;793;-1;
534;792;-22;
546;770;-7;
543;763;1;
545;764;-5;
542;759;-148;
636;611;-96;
538;515;-21;
517;494;9;
506;503;-4;
500;499;1;
499;500;-2;
496;498;-153;
555;345;-94;
445;251;12;
427;263;14;
427;277;0;
431;277;8;
435;285;10;
432;295;178;
561;473;89;
510;562;-3;
494;559;20;
516;579;-6;
511;573;-10;
463;563;-4;
463;559;-8;
464;551;243;
583;794;-4;
565;790;-18;
563;772;-3;
559;769;;
