576
427
431
429
440
441
410.5
373
398
398
323
239
219
226
227
231
332
469
517
541
549
542
545
542
555
689
873.5
953
952
942
929
886
858
742
584.5
471.5
434
459
464
448
440
441
443
448
315.5
201
212
187
196
195
183
198
202
207
212
375.5
526
571
558
579
582
563
558
557
720
896
936
924
907
893
887
881
871
861
829
660
491
474
493
478
469
469
471
456
454
413.5
307.5
242
211
200
199
211
216
221
230
234
355.5
474
254.5
195.5
409
491.5
517
526
527
536
545
588
763.5
904
947
926
908
902
895
773
658
575.5
472
431
442
450
458
110
288.5
393
354
279
255
269
278
279
271
279
274
276
277
332.5
444
503
529
563
557
563
561
556
610
775.5
902
934
923
904
887
886
881
871
747.5
524.5
425
404
452
429
433
433
364.5
296
248
201
212
215
225
233
241
118.5
